,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,spatially_variable
gene_49,0.9335936715008951,0.0,0.0001401813840498191,0.0,0.009900990099009901,0.0003276593270999108,0.0,0.0,0.03694399290675336,1
gene_50,-0.01720393625925738,0.07791173175424473,0.0001401813840498191,0.023132306582619857,0.0297029702970297,6.637785318130222e-05,0.2404683078834714,0.07052532494701176,0.087361677344205,0
gene_51,-0.024121590756890833,0.022560250740093497,0.0001401813840498191,0.001372473597811006,0.009900990099009901,7.98344733078592e-05,0.09400104475038958,0.005815566092419517,0.03694399290675336,0
gene_52,0.0042297910674820895,0.347880489984404,0.0001401813840498191,0.2728493662706014,0.31683168316831684,6.914133875133023e-05,0.4604956135442889,0.37895745315361307,0.41040373467398555,0
gene_53,0.015842314008414578,0.0850548809078151,0.0001401813840498191,0.02742362302228951,0.0297029702970297,7.470152943180883e-05,0.25016141443475026,0.08161792566157593,0.087361677344205,0
gene_54,0.0010346530481550793,0.4517721089832284,0.0001401813840498191,0.35696659779497875,0.39603960396039606,6.624367787501293e-05,0.4931974326113415,0.43130160894341135,0.45417385775274777,0
gene_55,-0.008634401960464236,0.2433803784894943,0.0001401813840498191,0.1400112790700762,0.0891089108910891,7.405894901160104e-05,0.43460781873123977,0.2573736747611695,0.1904036557501904,0
gene_56,-0.0023814120289034147,0.43355205838160166,0.0001401813840498191,0.39146410444688023,0.38613861386138615,7.26001943788051e-05,0.4931974326113415,0.451763018524875,0.4448601542181868,0
gene_57,0.007301231284788036,0.2576959088858298,0.0001401813840498191,0.14886530084699423,0.13861386138613863,7.31779318803744e-05,0.4412601179551881,0.26774334684711193,0.2586079503472735,0
gene_58,-0.01327342885912956,0.1384552890222131,0.0001401813840498191,0.04902226264850187,0.0594059405940594,6.193766230266147e-05,0.32349366593975026,0.12006687296995727,0.13879892662163412,0
gene_59,0.012785168473653062,0.13271630009961433,0.0001401813840498191,0.09023065059128266,0.07920792079207921,7.893750395720135e-05,0.3155595202787527,0.18936382909805113,0.1783962180001784,0
gene_60,0.005774189446131521,0.3010127127636635,0.0001401813840498191,0.2780541945952033,0.3069306930693069,9.444577839704068e-05,0.4508019973286679,0.38194257499341117,0.41040373467398555,0
gene_61,-0.014265847618726383,0.12077806893230131,0.0001401813840498191,0.044036100107875134,0.0594059405940594,6.242697841355177e-05,0.3007775446946141,0.11089173308481443,0.13879892662163412,0
gene_62,0.030848319065052223,0.004154247032646441,0.0001401813840498191,0.0002817161170911575,0.009900990099009901,7.274695229422974e-05,0.01923262515114093,0.0013042412828294329,0.03694399290675336,0
gene_63,-0.0022658169919907547,0.43739595268560794,0.0001401813840498191,0.365215968999582,0.3465346534653465,9.225424483428962e-05,0.4931974326113415,0.43130160894341135,0.42055176391425547,0
gene_64,-0.003941261872017566,0.38243796099765126,0.0001401813840498191,0.25446592736298823,0.25742574257425743,7.158288650232652e-05,0.46809197357915583,0.36793817907988646,0.3763534248161658,0
gene_65,-0.007968148480440853,0.261347124228431,0.0001401813840498191,0.19202578601918951,0.15841584158415842,7.799503280735994e-05,0.44146575685517886,0.32004297669864923,0.2869852202611565,0
gene_66,-0.006007533321147856,0.31789157639638266,0.0001401813840498191,0.3119457292872466,0.32673267326732675,8.018754541412886e-05,0.4595843768263164,0.40407477886949045,0.4146353721666583,0
gene_67,-0.014400013736418695,0.11851600528479672,0.0001401813840498191,0.04049343945016537,0.04950495049504951,7.460137932237748e-05,0.3007775446946141,0.10436453466537467,0.12376237623762376,0
gene_68,0.007408348500084922,0.2547834156001033,0.0001401813840498191,0.23861509141139325,0.22772277227722773,9.716534083791353e-05,0.44082017088819403,0.3550819812669542,0.3471383723738227,0
gene_69,-0.005150021119244278,0.34414500601949627,0.0001401813840498191,0.2443513965672196,0.24752475247524752,5.681559576561942e-05,0.4604956135442889,0.3614665629692597,0.36834040546911834,0
gene_70,-0.018726266218566944,0.06083085780285911,0.0001401813840498191,0.016678408083758367,0.019801980198019802,7.293787089255428e-05,0.21419316127767293,0.05711783590328208,0.06188118811881188,0
gene_71,0.017365554718043297,0.06674178979303325,0.0001401813840498191,0.01244126851895666,0.019801980198019802,6.783529010093476e-05,0.22540915710592357,0.04504028002599402,0.06188118811881188,0
gene_72,0.022916104717114385,0.024458824490572906,0.0001401813840498191,0.004111851458854954,0.009900990099009901,8.166721516723643e-05,0.10024108397775781,0.016580046205060296,0.03694399290675336,0
gene_73,-0.007010413436721561,0.2883174436196254,0.0001401813840498191,0.26162066268340656,0.31683168316831684,7.619490086701592e-05,0.4508019973286679,0.37162025949347527,0.41040373467398555,0
gene_74,0.0019270692303193836,0.42208613956660646,0.0001401813840498191,0.3646507629988548,0.3465346534653465,7.596484157409468e-05,0.49079783670535637,0.43130160894341135,0.42055176391425547,0
gene_75,0.0025699017490991164,0.4009636545311642,0.0001401813840498191,0.3355144952242197,0.36633663366336633,5.4017281351038876e-05,0.4819274693884186,0.4189191779409417,0.434048144150908,0
gene_76,-0.012061067859238207,0.16233935283160672,0.0001401813840498191,0.06600490111562536,0.06930693069306931,6.631223857555619e-05,0.3560073527008919,0.15001113889914855,0.15896085021346174,0
gene_77,-0.0014344480089851185,0.4651939873685077,0.0001401813840498191,0.36746897081978647,0.3465346534653465,8.542621046822072e-05,0.4931974326113415,0.43130160894341135,0.42055176391425547,0
gene_78,0.0036659538018007825,0.3656386464109673,0.0001401813840498191,0.34494361426353914,0.3465346534653465,7.337282599897138e-05,0.46637582450378484,0.42272501747982744,0.42055176391425547,0
gene_79,0.0001992732791499925,0.47981074525202083,0.0001401813840498191,0.4260077951337561,0.36633663366336633,6.444186714413875e-05,0.49625079410978884,0.46862533504444104,0.434048144150908,0
gene_80,-0.003091977842456928,0.41007467343981774,0.0001401813840498191,0.35920537675533476,0.37623762376237624,7.46519993237592e-05,0.48357862433940774,0.43130160894341135,0.4415934551201599,0
gene_81,0.0010803444369202571,0.450244164325322,0.0001401813840498191,0.41291312092996535,0.45544554455445546,7.892122931980376e-05,0.4931974326113415,0.46084053675219344,0.47678948222691125,0
gene_82,-0.010035571519901657,0.20787579099047931,0.0001401813840498191,0.10934034489244221,0.13861386138613863,6.54443745188396e-05,0.40286006005906844,0.21868068978488442,0.2586079503472735,0
gene_83,0.016672839684454266,0.07465146698830893,0.0001401813840498191,0.03255736032380541,0.0297029702970297,8.105092225402383e-05,0.2404683078834714,0.09249250091990173,0.087361677344205,0
gene_84,-0.00010193189072615382,0.4899522773101843,0.0001401813840498191,0.48414929661788403,0.44554455445544555,5.80067684602405e-05,0.4979189810062849,0.4909316403121814,0.47678948222691125,0
gene_85,-0.013007406381811568,0.14347932526509688,0.0001401813840498191,0.08278156250374369,0.0891089108910891,7.920350385534478e-05,0.3290810212502222,0.1799531405652354,0.1904036557501904,0
gene_86,-0.0003751336406263309,0.49915673639181213,0.0001401813840498191,0.43113530824088575,0.40594059405940597,7.178525271629713e-05,0.4994377587194364,0.46862533504444104,0.45920881680928277,0
gene_87,-0.0009829522849968493,0.4803707686982756,0.0001401813840498191,0.4627373106752619,0.4752475247524752,7.10073488588845e-05,0.49625079410978884,0.48001795713201445,0.48297512678097076,0
gene_88,0.004776390456755413,0.3309776315957801,0.0001401813840498191,0.26947980417237505,0.27722772277227725,5.545567819684506e-05,0.4595843768263164,0.37803402035517003,0.39378937893789384,0
gene_89,0.013987761151715346,0.11214217969924123,0.0001401813840498191,0.06365124324622706,0.0891089108910891,7.740271195361787e-05,0.2890262363382506,0.14598909001428226,0.1904036557501904,0
gene_90,0.031156035029816644,0.0038464495057709547,0.0001401813840498191,8.398822572786013e-05,0.009900990099009901,7.272027906734982e-05,0.018143629744202618,0.0004037895467685584,0.03694399290675336,0
gene_91,0.011435425377704183,0.15874185125157336,0.0001401813840498191,0.09089463796706454,0.10891089108910891,7.555739216146146e-05,0.3560073527008919,0.18936382909805113,0.21782178217821782,0
gene_92,0.010244095630849746,0.18432057748818198,0.0001401813840498191,0.12146521905802876,0.1485148514851485,7.721813254645246e-05,0.37149716136338184,0.23358695972697838,0.2730052417006406,0
gene_93,-0.006802923318248633,0.2943289064256319,0.0001401813840498191,0.18240333459557678,0.18811881188118812,7.289662529212911e-05,0.4508019973286679,0.31233447704722056,0.31776826331281777,0
gene_94,0.0011643791198485036,0.4474359402080773,0.0001401813840498191,0.4428363372436881,0.46534653465346537,6.521517899865094e-05,0.4931974326113415,0.47615804514275434,0.47678948222691125,0
gene_95,-0.002249888501081324,0.43792609650952624,0.0001401813840498191,0.3921303000795915,0.37623762376237624,6.120199101885437e-05,0.4931974326113415,0.451763018524875,0.4415934551201599,0
gene_96,0.0029766771217728137,0.38774157914042395,0.0001401813840498191,0.36958259474710375,0.36633663366336633,5.279035329402541e-05,0.47056016885973784,0.43175536769521466,0.434048144150908,0
gene_97,-0.0041445738317950715,0.37590413364397957,0.0001401813840498191,0.2978148019610477,0.31683168316831684,7.048742507218661e-05,0.46809197357915583,0.39393492322889906,0.41040373467398555,0
gene_98,0.0024979114610284995,0.40331600942138557,0.0001401813840498191,0.36675774859976684,0.38613861386138615,8.4258206346181e-05,0.4824354179681646,0.43130160894341135,0.4448601542181868,0
gene_99,0.007375464070049918,0.25567569911515253,0.0001401813840498191,0.20545129865242395,0.2079207920792079,7.486447168806996e-05,0.44082017088819403,0.3292488760455512,0.3332063975628332,0
gene_100,-0.008565820904461388,0.24519845523000938,0.0001401813840498191,0.19362313264876357,0.21782178217821782,8.637597774419622e-05,0.4347490340957614,0.32056810041186024,0.3424870788965689,0
gene_101,0.021824014683810938,0.03025424942371313,0.0001401813840498191,0.00484229625226984,0.009900990099009901,6.744531008879785e-05,0.114599429635277,0.018818722790412495,0.03694399290675336,0
gene_102,0.0017633650753508961,0.4275037954118379,0.0001401813840498191,0.4846635850170017,0.43564356435643564,7.601382834785395e-05,0.4931974326113415,0.4909316403121814,0.47678948222691125,0
gene_103,0.016406519243535193,0.07787600823786844,0.0001401813840498191,0.01895633054167134,0.019801980198019802,6.26534873950265e-05,0.2404683078834714,0.06158706975873778,0.06188118811881188,0
gene_104,0.008490929870826803,0.22634199304650005,0.0001401813840498191,0.11183625116217644,0.12871287128712872,5.344479903828197e-05,0.4191518389750001,0.221163498779673,0.25139232673267325,0
gene_105,0.013422252785525958,0.1215141280566241,0.0001401813840498191,0.04576956024970835,0.039603960396039604,6.159492620181076e-05,0.3007775446946141,0.11329099071709987,0.1076194575979337,0
gene_106,0.0003565709374447059,0.4745193314700523,0.0001401813840498191,0.44377929807304706,0.40594059405940597,8.20909582311222e-05,0.49625079410978884,0.47615804514275434,0.45920881680928277,0
gene_107,-0.013072354670237651,0.14224151704426113,0.0001401813840498191,0.09207091334204032,0.09900990099009901,6.238315627250025e-05,0.3290810212502222,0.19022915979760396,0.20456591113656822,0
gene_108,-0.0014755367799841636,0.46381498741487714,0.0001401813840498191,0.4575294016650181,0.45544554455445546,7.791730312503193e-05,0.4931974326113415,0.47907125002871664,0.47678948222691125,0
gene_109,0.022094397160539552,0.02872268145208512,0.0001401813840498191,0.007610038386564821,0.009900990099009901,8.570667403583876e-05,0.1121979744222075,0.028395665621510524,0.03694399290675336,0
gene_110,0.027589747378736904,0.009038235140288453,0.0001401813840498191,0.0006080495678332243,0.009900990099009901,8.05611153476147e-05,0.04108288700131115,0.002666884069443966,0.03694399290675336,0
gene_111,0.005647736108503188,0.3047421501941795,0.0001401813840498191,0.20779429799105764,0.19801980198019803,6.807184711960045e-05,0.4508019973286679,0.3308826401131491,0.32356176794150004,0
gene_112,0.0037654326135759058,0.3624832555945464,0.0001401813840498191,0.3075623488722081,0.3069306930693069,9.049964471369925e-05,0.46472212255711076,0.4004718084273543,0.41040373467398555,0
gene_113,0.0023641234216612125,0.4076969113803929,0.0001401813840498191,0.3665585937621,0.36633663366336633,7.564817242782848e-05,0.48357862433940774,0.43130160894341135,0.434048144150908,0
gene_114,-0.006845750664165637,0.29308336913654326,0.0001401813840498191,0.21915988674187004,0.21782178217821782,6.710296874547236e-05,0.4508019973286679,0.33613479561636506,0.3424870788965689,0
gene_115,-0.011417989718907158,0.17603700252424948,0.0001401813840498191,0.05966116250183271,0.06930693069306931,5.699145026952768e-05,0.37139570481216777,0.13939523949026333,0.15896085021346174,0
gene_116,-0.014355543497559015,0.11926243970955897,0.0001401813840498191,0.029514039628410895,0.039603960396039604,6.977666056487853e-05,0.3007775446946141,0.08680599890709086,0.1076194575979337,0
gene_117,0.005732588754816177,0.3022373540309522,0.0001401813840498191,0.28259152262064635,0.297029702970297,5.978916349027936e-05,0.4508019973286679,0.3844929349589488,0.41026202067720585,0
gene_118,-0.015266234706603385,0.10463060470302404,0.0001401813840498191,0.03681460641354381,0.039603960396039604,6.48294173527859e-05,0.2812650664059786,0.09896399573533282,0.1076194575979337,0
gene_119,-0.015587382309262496,0.09979441703549247,0.0001401813840498191,0.02695647427320397,0.019801980198019802,6.603214227634027e-05,0.27118048107470777,0.08119419961808425,0.06188118811881188,0
gene_120,-0.00981596343765769,0.21322950338657676,0.0001401813840498191,0.11680109924468568,0.10891089108910891,8.117369065365826e-05,0.40572457525885103,0.22635871946644512,0.21782178217821782,0
gene_121,-0.03361512764865164,0.0025130174323645506,0.0001401813840498191,0.00015663643204943825,0.009900990099009901,8.84902778878156e-05,0.012081814578675725,0.000738851094572822,0.03694399290675336,0
gene_122,-0.0030955903150875165,0.40995606101276794,0.0001401813840498191,0.34322521300763553,0.3465346534653465,6.407766349105984e-05,0.48357862433940774,0.42272501747982744,0.42055176391425547,0
gene_123,0.005211052178642369,0.31777595399933967,0.0001401813840498191,0.2923966419890893,0.31683168316831684,8.361443182830643e-05,0.4595843768263164,0.3909046015896916,0.41040373467398555,0
gene_124,0.01728536933161349,0.06762274713177707,0.0001401813840498191,0.03944894867426452,0.04950495049504951,8.011998979631401e-05,0.22540915710592357,0.10273163717256384,0.12376237623762376,0
gene_125,-0.01352601452327416,0.13379723659819115,0.0001401813840498191,0.04946755166362239,0.039603960396039604,5.777674960364585e-05,0.3155595202787527,0.12006687296995727,0.1076194575979337,0
gene_126,-0.00714987183303808,0.28430982750347567,0.0001401813840498191,0.21001984493756531,0.22772277227722773,6.93231318145734e-05,0.4508019973286679,0.33230988123032484,0.3471383723738227,0
gene_127,0.010192313732771689,0.1854876249126134,0.0001401813840498191,0.08792039430831378,0.07920792079207921,7.962862639530827e-05,0.37149716136338184,0.18627202183964783,0.1783962180001784,0
gene_128,0.01546289913123058,0.09015428511190637,0.0001401813840498191,0.03570972514318227,0.04950495049504951,7.362767889240944e-05,0.25612012815882496,0.09703729658473442,0.12376237623762376,0
gene_129,-0.015690205876361125,0.09828104562619899,0.0001401813840498191,0.0187892400771954,0.039603960396039604,5.013904165628478e-05,0.2700028725994478,0.06158706975873778,0.1076194575979337,0
gene_130,-0.00041684628454230157,0.4994377587194364,0.0001401813840498191,0.49392103875734006,0.504950495049505,9.099846597949907e-05,0.4994377587194364,0.49392103875734006,0.504950495049505,0
gene_131,-0.007903952089449636,0.2631135910856866,0.0001401813840498191,0.17459255859360495,0.16831683168316833,7.283041805679841e-05,0.44146575685517886,0.3031120808916753,0.2922167216721673,0
gene_132,-0.0038985192127500624,0.3838159186544194,0.0001401813840498191,0.33681101906451716,0.2871287128712871,9.289430151856383e-05,0.46809197357915583,0.4189191779409417,0.4010177554068256,0
gene_133,0.014145095446298621,0.10962912234657285,0.0001401813840498191,0.04435669323392577,0.039603960396039604,7.240830475315578e-05,0.2890262363382506,0.11089173308481443,0.1076194575979337,0
gene_134,-0.01596683426627854,0.09429315939277305,0.0001401813840498191,0.030705228507831122,0.0594059405940594,7.646402775902749e-05,0.2619254427577029,0.08823341525238829,0.13879892662163412,0
gene_135,-0.0016493846470939679,0.4579854012454789,0.0001401813840498191,0.4033430865639553,0.4158415841584158,6.970948293789973e-05,0.4931974326113415,0.45769081959830726,0.4641089108910891,0
gene_136,-0.001422996970084666,0.46557837638510635,0.0001401813840498191,0.48999875552028416,0.49504950495049505,6.65195257782392e-05,0.4931974326113415,0.4919666220083174,0.4970376555727862,0
gene_137,-0.0014931339033875046,0.4632245338745292,0.0001401813840498191,0.40562747999419435,0.44554455445544555,7.03799709570783e-05,0.4931974326113415,0.45769081959830726,0.47678948222691125,0
gene_138,-0.00733996775140734,0.27889030913215784,0.0001401813840498191,0.19828539226868136,0.2079207920792079,6.220441582655147e-05,0.44982307924541587,0.32612728991559436,0.3332063975628332,0
gene_139,0.021874898880904648,0.029960956829270136,0.0001401813840498191,0.004892867925507249,0.009900990099009901,7.246980592853257e-05,0.114599429635277,0.018818722790412495,0.03694399290675336,0
gene_140,-0.0011059721216955182,0.4762317723348438,0.0001401813840498191,0.4234480350382402,0.46534653465346537,7.926869153767993e-05,0.49625079410978884,0.46841596796265506,0.47678948222691125,0
gene_141,0.0031118823961664003,0.38337462889396445,0.0001401813840498191,0.3344912912771246,0.3465346534653465,8.389250968914083e-05,0.46809197357915583,0.4189191779409417,0.42055176391425547,0
gene_142,0.009955671707224693,0.19087916431296637,0.0001401813840498191,0.1488342895961966,0.16831683168316833,7.056438105480283e-05,0.3757463864428472,0.26774334684711193,0.2922167216721673,0
gene_143,0.0002439462946917564,0.4783075650424271,0.0001401813840498191,0.4896190958952821,0.46534653465346537,6.32101813445102e-05,0.49625079410978884,0.4919666220083174,0.47678948222691125,0
gene_144,-0.007710182903880976,0.2684822094570045,0.0001401813840498191,0.18907289973340186,0.21782178217821782,6.059145039522316e-05,0.44194478467975723,0.31723640894866084,0.3424870788965689,0
gene_145,0.025555221396156052,0.014182157025522057,0.0001401813840498191,0.004696474810764517,0.009900990099009901,9.37893276670803e-05,0.06112998717897438,0.0186368048046211,0.03694399290675336,0
gene_146,-0.005487007621532722,0.3337291839219012,0.0001401813840498191,0.26565381942065674,0.26732673267326734,5.698267705518081e-05,0.4595843768263164,0.3752172590687242,0.3818953323903819,0
gene_147,-0.011475770589698892,0.17477715221116902,0.0001401813840498191,0.07694790561865705,0.0891089108910891,6.722974800972052e-05,0.37139570481216777,0.17023872924481648,0.1904036557501904,0
gene_148,-0.01651576058820018,0.08673545586597686,0.0001401813840498191,0.019479192698843323,0.019801980198019802,5.2192799031904604e-05,0.25213795309876996,0.061672217591949366,0.06188118811881188,0
gene_149,-0.0053075056425588895,0.33926204237153457,0.0001401813840498191,0.2706723585743017,0.32673267326732675,8.887545631972307e-05,0.4604956135442889,0.37803402035517003,0.4146353721666583,0
gene_150,0.003097594555425267,0.38383541833490775,0.0001401813840498191,0.32714432292538875,0.3069306930693069,7.184985652949487e-05,0.46809197357915583,0.4151577702098842,0.41040373467398555,0
gene_151,-0.007796273593672086,0.26609017549062564,0.0001401813840498191,0.20342556991234872,0.22772277227722773,7.307244883488612e-05,0.44194478467975723,0.3281057579231431,0.3471383723738227,0
gene_152,-0.01738028491961913,0.07576419854514105,0.0001401813840498191,0.019981798499791596,0.019801980198019802,6.76985376422479e-05,0.2404683078834714,0.061672217591949366,0.06188118811881188,0
gene_153,-0.01669235112431913,0.08440302396734722,0.0001401813840498191,0.019561630692483102,0.009900990099009901,6.855365445358917e-05,0.25016141443475026,0.061672217591949366,0.03694399290675336,0
gene_154,0.015294617266547144,0.0924873819599974,0.0001401813840498191,0.04342689036392133,0.04950495049504951,8.348758812473134e-05,0.2597960167415657,0.11078288358143197,0.12376237623762376,0
gene_155,0.004896270456276336,0.3273146559075547,0.0001401813840498191,0.389796023276223,0.4158415841584158,7.985915404097134e-05,0.4595843768263164,0.451763018524875,0.4641089108910891,0
gene_156,0.00831225191638859,0.23090896403971373,0.0001401813840498191,0.21641794945433057,0.25742574257425743,8.214671139065939e-05,0.42446500742594434,0.33605271654399155,0.3763534248161658,0
gene_157,0.004700648240270647,0.3333003586908032,0.0001401813840498191,0.3242968715789647,0.33663366336633666,7.096828480231693e-05,0.4595843768263164,0.41364396885072025,0.42055176391425547,0
gene_158,-0.022911556577869023,0.028629468276023223,0.0001401813840498191,0.0016494621184534944,0.009900990099009901,6.383580416813798e-05,0.1121979744222075,0.00687275882688956,0.03694399290675336,0
gene_159,0.0015275904614530168,0.4353303891129452,0.0001401813840498191,0.40720849984406127,0.38613861386138615,8.02930968606631e-05,0.4931974326113415,0.45769081959830726,0.4448601542181868,0
gene_160,-0.006449678919155808,0.304694163173744,0.0001401813840498191,0.1803232575870483,0.19801980198019803,6.07854498889383e-05,0.4508019973286679,0.3109021682535316,0.32356176794150004,0
gene_161,-0.005669718212220234,0.3281343219421594,0.0001401813840498191,0.24962580833406517,0.24752475247524752,8.336325139936507e-05,0.4595843768263164,0.3650571473778198,0.36834040546911834,0
